city,district,neighborhood,room,living_room,area,age,floor,price
konya,eregli,toros,1,1,75,0,3,12000
konya,eregli,toros,1,1,65,5,3,12000
konya,selcuklu,kosova,2,1,100,0,1,22000
konya,selcuklu,beyhekim,2,1,110,6,4,21000
konya,karatay,gaziosmanpasa,3,1,120,6,3,24000
konya,eregli,gulbahce,1,1,45,2,1,14000
konya,selcuklu,husamettin_celebi,3,1,155,0,3,20000
konya,meram,konevi,2,1,130,35,1,19000
konya,meram,havzan,3,1,135,30,3,15000
konya,selcuklu,ferhuniye,3,1,160,30,3,16000
konya,selcuklu,hacikaymak,3,1,160,25,2,20000
konya,meram,havzan,2,1,120,30,1,15000
konya,eregli,toros,1,1,55,0,3,14500
konya,selcuklu,yazir,3,1,160,5,4,30000
konya,selcuklu,mehmet_akif,2,1,90,30,5,15000
konya,eregli,hamidiye,3,1,120,15,3,13000
konya,selcuklu,kosova,1,1,75,5,3,17000
konya,eregli,toros,1,1,90,2,2,12000
konya,selcuklu,selahaddin_eyyubi,3,1,170,7,3,26500
konya,eregli,turbe,3,1,145,12,2,13000
konya,meram,koycegiz,1,1,65,6,1,15500
konya,selcuklu,fatih,2,1,130,25,3,15000
konya,meram,havzan,3,1,145,30,4,20000
konya,eregli,fatih,3,1,165,7,1,13000
konya,eregli,toros,1,1,60,0,3,11000
konya,meram,alavardi,1,1,90,4,4,15000
konya,meram,alavardi,2,1,90,25,2,17000
konya,eregli,fatih,1,1,45,3,1,8000
konya,eregli,haci_mustafa,3,1,140,20,3,10000
konya,selcuklu,nisantas,3,1,150,20,2,19500
konya,karatay,gaziosmanpasa,2,1,80,9,5,10500
konya,meram,sahibiata,2,1,130,30,3,11000
konya,karatay,erenler,3,1,160,7,3,25000
konya,karatay,ulubatlihasan,3,1,165,21,1,22000
konya,selcuklu,nisantas,3,1,110,30,1,15000
konya,selcuklu,bosna_hersek,3,1,120,16,4,20000
konya,selcuklu,seyh_samil,3,1,120,24,4,16500
konya,eregli,toros,1,1,60,0,3,11000
konya,selcuklu,parsana,3,1,130,20,1,15000
konya,eregli,toros,2,1,100,15,3,6500
konya,eregli,toros,1,1,55,1,3,12500
konya,eregli,toros,1,1,50,0,5,12000
konya,karatay,ulubatlihasan,3,1,165,21,1,22000
konya,selcuklu,selahaddin_eyyubi,3,1,144,0,1,22000
konya,eregli,toros,1,1,55,7,1,10000
konya,selcuklu,kosova,3,1,155,20,1,20000
konya,karatay,kumkopru,2,1,110,1,3,18500
konya,eregli,toros,1,1,59,0,4,12000
konya,selcuklu,ihsaniye,3,1,140,30,4,13000
konya,eregli,toros,1,1,70,0,5,8000
konya,meram,uluirmak,3,1,170,10,1,21000
konya,selcuklu,sancak,3,1,150,15,3,20000
konya,beysehir,beytepe,2,1,95,25,3,10000
konya,eregli,toros,1,1,65,1,2,11500
konya,selcuklu,binkonutlar,3,1,110,28,2,11000
konya,eregli,atakent,1,1,55,3,2,12000
konya,selcuklu,hacikaymak,2,1,155,30,2,15000
konya,selcuklu,ihsaniye,3,1,140,30,5,11000
konya,eregli,gulbahce,1,1,55,0,5,13000
konya,selcuklu,hocacihan,1,1,65,9,1,16000
konya,meram,alavardi,3,1,145,25,1,20000
konya,karatay,sultan_mesud,3,1,140,25,3,13000
konya,selcuklu,bosna_hersek,3,1,133,25,3,16500
konya,karatay,fevzicakmak,3,1,150,7,3,21000
konya,eregli,toros,1,1,55,4,2,12000
konya,eregli,toros,1,1,55,5,1,10000
konya,meram,yaylapinar,2,1,125,0,1,14500
konya,eregli,toros,1,1,55,0,5,11500
konya,meram,askan,2,1,110,30,5,15000
konya,eregli,haci_mustafa,3,1,155,10,4,13750
konya,eregli,atakent,1,1,55,4,4,7500
konya,eregli,ziya_gokalp,1,1,55,1,3,12000
konya,eregli,sinasi,3,1,140,35,1,12000
konya,meram,meliksah,3,1,155,20,2,20000
konya,meram,meliksah,3,1,150,25,1,23000
konya,eregli,boyaciali,3,1,150,25,2,12000
konya,meram,atesbaz_i_veli,3,1,160,20,2,18000
konya,karatay,yediler,3,1,120,6,1,23000
konya,selcuklu,ihsaniye,3,1,150,25,4,16000
konya,eregli,toros,1,1,55,1,1,7000
konya,eregli,toros,1,1,60,0,3,7550
konya,eregli,toros,1,1,65,1,5,8500
konya,meram,koycegiz,3,1,145,11,2,20000
konya,selcuklu,binkonutlar,3,1,135,20,1,15000
konya,selcuklu,bosna_hersek,2,1,115,20,0,14000
konya,eregli,fatih,1,1,55,4,2,12000
konya,selcuklu,kosova,3,1,165,17,1,19000
konya,eregli,haci_mustafa,3,1,120,5,0,10500
konya,eregli,haci_mutahir,3,1,160,30,3,10500
konya,eregli,toros,1,1,57,1,1,7250
konya,karatay,kumkopru,3,1,130,25,0,12500
konya,eregli,haci_mutahir,3,1,155,25,1,9500
konya,selcuklu,sancak,3,1,125,20,1,14000
konya,selcuklu,feritpasa,3,1,165,20,1,26000
konya,selcuklu,sancak,3,1,165,0,5,25000
konya,selcuklu,bosna_hersek,1,1,45,10,2,11500
konya,eregli,ucgoz,1,1,55,1,1,9500
konya,selcuklu,bosna_hersek,2,1,120,25,1,13000
konya,eregli,mehmet_akif,1,1,65,5,3,12000
konya,kulu,camikebir,2,1,90,12,3,9000
konya,eregli,yunuslu,1,1,65,5,2,12500
konya,meram,askan,3,1,145,30,3,19000
konya,meram,godene,3,1,75,7,5,13500
konya,meram,sahibiata,3,1,155,25,4,10000
konya,selcuklu,feritpasa,3,1,160,25,1,20000
konya,eregli,atakent,3,1,152,4,4,19000
konya,eregli,toros,2,1,115,0,3,12000
konya,eregli,fatih,3,1,150,30,1,15000
konya,selcuklu,hocacihan,3,1,155,10,3,26000
konya,meram,godene,2,1,90,12,5,8750
konya,selcuklu,bosna_hersek,2,1,110,21,2,15000
konya,meram,askan,1,1,80,10,1,14000
konya,eregli,toros,1,1,58,0,1,10250
konya,eregli,yunuslu,2,1,90,0,1,11000
konya,kulu,yeni,1,1,55,0,3,9000
konya,eregli,fatih,3,1,140,1,3,13500
konya,karatay,hamzaoglu,3,1,170,7,5,23500
konya,eregli,toros,1,1,60,1,1,12500
konya,eregli,toros,1,1,60,1,3,11000
konya,meram,sahibiata,1,1,90,25,0,10000
konya,karatay,karaaslandede,3,1,160,7,2,18000
konya,karatay,akabe,2,1,110,5,5,19000
konya,eregli,talatpasa,1,1,50,2,2,10000
konya,eregli,atakent,1,1,65,1,3,12000
konya,eregli,hidirli,3,1,150,17,2,15000
konya,meram,konevi,3,1,130,30,4,16500
konya,eregli,bati_elagozlu,1,1,50,0,1,12500
konya,eregli,ziya_gokalp,1,1,55,1,5,10000
konya,eregli,cahi,2,1,120,30,3,9000
konya,eregli,toros,1,1,60,0,3,10000
konya,eregli,hidirli,3,1,160,0,4,15000
konya,eregli,toros,1,1,55,0,1,7000
konya,eregli,toros,1,1,60,0,1,9000
konya,eregli,orhaniye,2,1,110,1,4,9000
konya,eregli,toros,1,1,55,2,5,7500
konya,selcuklu,fatih,3,1,150,20,3,18000
konya,eregli,barbaros,2,1,110,10,3,8000
konya,eregli,toros,1,1,60,3,3,11500
konya,meram,askan,3,1,170,20,1,25000
konya,meram,godene,2,1,110,15,4,12000
konya,meram,havzan,2,1,60,4,1,26000
konya,meram,godene,3,1,150,5,5,17250
konya,eregli,orhaniye,2,1,110,0,5,10500
konya,eregli,toros,2,1,60,0,2,12500
konya,eregli,toros,1,1,60,0,3,6000
konya,eregli,toros,1,1,60,0,3,8500
konya,eregli,toros,1,1,60,3,1,9500
konya,selcuklu,parsana,3,1,135,10,3,28000
konya,eregli,toros,1,1,65,0,3,15000
konya,selcuklu,bosna_hersek,2,1,140,25,3,17000
konya,eregli,toros,1,1,60,1,5,8500
konya,eregli,toros,1,1,75,1,2,12000
konya,selcuklu,seyh_samil,2,1,105,20,2,19500
konya,karatay,karaaslandede,2,1,70,8,5,12000
konya,selcuklu,binkonutlar,2,1,110,35,5,9000
konya,eregli,cinler,2,1,115,0,2,12500
konya,selcuklu,kilincarslan,3,1,150,25,3,21000
konya,eregli,haci_mustafa,2,1,120,20,5,9000
konya,eregli,barbaros,3,1,160,7,5,13500
konya,selcuklu,beyhekim,1,1,70,10,2,17000
konya,karatay,gaziosmanpasa,3,1,170,10,1,24000
konya,meram,yaylapinar,3,1,135,15,5,10000
konya,eregli,turbe,2,1,135,30,0,10000
konya,selcuklu,mehmet_akif,3,1,165,30,2,19000
konya,karapinar,haci_omerli,2,1,120,10,1,12000
konya,karatay,akabe,1,1,80,4,1,20000
konya,eregli,cinler,3,1,140,20,2,10000
konya,eregli,barbaros,1,1,60,6,1,13500
konya,meram,koycegiz,1,1,55,6,1,15500
konya,eregli,fatih,1,1,55,2,3,11500
konya,eregli,toros,2,1,80,10,3,7000
konya,selcuklu,nisantas,2,1,90,30,0,14000
konya,eregli,barbaros,3,1,170,7,3,15000
konya,eregli,bati_elagozlu,1,1,60,0,5,12500
konya,karatay,gaziosmanpasa,3,1,160,18,3,18000
konya,meram,godene,1,1,65,11,1,10000
konya,selcuklu,mehmet_akif,3,1,166,33,3,18000
konya,seydisehir,haci_seyit_ali,3,1,130,20,3,10000
konya,eregli,gulbahce,3,1,160,5,5,20000
konya,ilgin,behlulbey,3,1,121,10,5,15000
konya,ilgin,milli_egemenlik,3,1,130,20,1,15000
konya,karatay,akabe,3,1,170,10,1,23000
konya,eregli,toros,1,1,55,0,3,10500
konya,eregli,orhaniye,2,1,99,5,3,10000
konya,aksehir,istasyon,3,1,165,5,1,19500
konya,selcuklu,kosova,1,1,75,10,1,17000
konya,eregli,eti,3,1,155,10,2,13000
